1	493.146233136
2	1020.74080247
4	1929.6190127
10	4541.9319356
20	7852.15492817
30	9927.57741409
40	11371.5890249
50	11526.3407886
60	10761.1516187
70	11040.6069798
80	10750.9270447


1	499.315658742
2	314.872565187
4	369.749786234
10	328.777176406
20	340.40475862
30	342.636792409
40	342.955368762
50	339.876822486
60	347.082837744
70	347.682156694
80	350.428046025


1	1528.36214326
2	1644.48870965
4	1703.17236852
10	1872.9841299
20	2157.9662312
30	2389.61882706
40	2550.69666702
50	2831.15253176
60	2841.8636634
70	2983.80955184
80	3030.43409176


1	42.5344282793
2	47.920714484
4	48.6953817984
10	56.0190808183
20	108.452811767
30	356.327994568
40	693.289194481
50	1243.69671351
60	2471.4184384
70	3098.76014875
80	4153.18195735


