1	1751.61421442
2	3614.3526448
4	6834.34969509
10	15875.4448873
20	28717.6684639
30	42737.0273116
40	51947.4382303
50	60864.2189239
60	68075.4689351
70	74262.7769335
80	81412.5720377



1	135.04774223
2	135.526340051
4	135.841476021
10	150.005037953
20	148.108609886
30	147.695445784
40	147.398647392
50	147.981056147
60	147.116771371
70	147.548619693
80	146.788525339



1	435.576520714
2	417.82678443
4	449.45682913
10	479.948948747
20	547.458807148
30	544.871594942
40	587.413376992
50	603.137233431
60	624.605832457
70	642.473719024
80	650.527594148



1	23.1025602009
2	26.731510335
4	34.5011994617
10	41.0094797474
20	45.7038756092
30	57.6202491376
40	86.8683304614
50	124.325330559
60	165.15094478
70	210.260373054
80	242.935541367



