1	533.606977937
2	1033.79562676
4	1987.15043587
10	4533.43286765
20	7995.26792855
30	10127.5001833
40	11437.0359509
50	11824.7737361
60	11718.1970261
70	11124.9883369
80	10852.8335588


1	397.102897103
2	386.152656008
4	387.711295948
10	410.638673253
20	370.953893349
30	357.547120143
40	345.456558605
50	343.354412544
60	371.969218694
70	436.181301894
80	351.087283603


1	1476.02397602
2	1548.47859722
4	1625.30185135
10	1793.98964949
20	2089.01226232
30	2338.50163209
40	2481.30816613
50	2686.97936041
60	2831.91427645
70	2791.1769287
80	3008.89846902


1	28.3796203796
2	47.0475760701
4	57.9453984438
10	58.9821512585
20	105.454272639
30	331.064415078
40	739.182629269
50	1275.24714529
60	1998.38472082
70	3143.12929082
80	3008.89846902


