1	510.002798918
2	988.124116973
4	1858.68898782
10	4162.92337017
20	6497.76711324
30	7979.35506227
40	6949.79383297
50	3852.19350281
60	6114.81014936
70	8684.75407433
80	4289.00702133


1	343.656082582
2	380.387131584
4	367.515238437
10	381.185661912
20	366.616744969
30	356.94301773
40	337.483585895
50	332.375942972
60	343.775205459
70	340.018105657
80	336.574304175


1	1616.35959754
2	1642.94867472
4	1784.15202582
10	2020.8763588
20	2683.56481956
30	3181.33607262
40	4641.28590735
50	11324.3131013
60	6831.79648159
70	4384.40765348
80	10514.1028827


1	43.8805697112
2	41.8447426991
4	49.5095016135
10	63.4926276356
20	95.4022115996
30	287.236405849
40	845.917320835
50	1416.00629801
60	2740.87153663
70	3436.40771485
80	8456.91476143


