1	484.014978878
2	753.88632095
4	1110.53350661
10	2157.61412862
20	1349.95534584
30	1632.14438046
40	1993.32182537
50	1891.46139902
60	1715.36349338
70	1778.98777708
80	1744.27671698


1	344.162995595
2	443.502076155
4	484.906679469
10	409.266409266
20	570.229572945
30	515.720702327
40	486.157549819
50	503.505866601
60	538.114849639
70	517.364102948
80	553.645116919


1	1722.19162996
2	2192.77321318
4	2627.97815519
10	2035.83011583
20	4782.02912861
30	3126.99060841
40	2857.42945031
50	3050.63246538
60	3233.73999534
70	3173.86580752
80	3437.6432829


1	49.2549559471
2	96.1489530877
4	578.998979776
10	2289.11505792
20	9590.37274747
30	14915.1898734
40	16888.8591681
50	23041.5066418
60	31357.5646903
70	35803.5814633
80	42025.4470426


