1	537.275441122
2	666.257946715
4	627.082500333
10	551.979208317
20	517.167839625
30	508.610118889
40	517.136821341
50	514.544666955
60	516.870255969
70	518.466193072
80	518.992403039


1	368.349249659
2	449.089817964
4	607.863974495
10	709.88772184
20	829.896907216
30	774.371069182
40	778.350515464
50	773.215904676
60	752.965446106
70	785.347043702
80	784.540318439


1	1492.00049609
2	2072.4144829
4	2652.49734325
10	3647.22926476
20	4219.07216495
30	4289.83228512
40	4259.02061856
50	4372.49061002
60	4257.34914905
70	4318.76606684
80	4390.08731382


1	38.1029393526
2	543.340668134
4	3212.96493092
10	14116.8658699
20	34098.5824742
30	54339.360587
40	72689.1752577
50	92388.6802228
60	111390.278494
70	130190.231362
80	149230.868002


