1	182.326882723
2	203.866736866
4	247.731240255
10	407.087548145
20	236.00215941
30	214.115781126
40	208.98446611
50	239.507390476
60	202.880584381
70	400.986305021
80	211.647263446


1	493.240774571
2	519.777705132
4	476.062399139
10	479.620232444
20	624.117480938
30	656.707127295
40	650.510204082
50	614.913745131
60	650.459921156
70	624.896127638
80	727.329974811


1	2217.75666788
2	2523.70055574
4	2689.61807423
10	2368.63643804
20	6472.74781135
30	9682.53968254
40	11460.4591837
50	14877.573734
60	16162.9434954
70	6559.74738242
80	16375.9445844


1	2839.43003288
2	6851.8143184
4	13080.3388919
10	21860.5336389
20	77772.3806834
30	129943.043884
40	179436.862245
50	193436.004452
60	279081.800263
70	167522.020941
80	361035.894207


