1	1604.92017378
2	3307.03098967
4	6116.10564267
10	13454.1189954
20	25749.9500167
30	36747.2706187
40	45794.9039237
50	52744.172106
60	59776.3516659
70	67638.7197253
80	67965.5255



1	123.723324753
2	122.929345855
4	136.966896942
10	151.651726017
20	147.187469266
30	144.540333083
40	142.033174548
50	145.384334658
60	144.516869758
70	143.525556818
80	141.941647408



1	499.460267375
2	481.842731047
4	516.922004053
10	591.451636868
20	629.35777917
30	663.536077949
40	695.204288211
50	726.062980095
60	753.39013881
70	765.873074444
80	806.163170738



1	25.2282238645
2	27.0033452904
4	33.6818706823
10	47.4119162003
20	51.325127207
30	62.5239872745
40	92.4164559965
50	135.471479389
60	166.499231802
70	187.068333555
80	291.136502231



