1	572.113943028
2	1106.46861651
4	2134.9789741
10	4890.09890432
20	8232.22865673
30	10712.7193713
40	12167.5320088
50	12429.9700752
60	11358.0773512
70	10973.8606524
80	11747.843937


1	390.170044258
2	360.75644423
4	381.13372456
10	404.372180502
20	396.820257099
30	361.115950325
40	355.06523954
50	343.050782025
60	343.504283535
70	346.727076172
80	349.526570487


1	1356.86000466
2	1446.63936401
4	1492.07141965
10	1640.5217178
20	1955.60664443
30	2109.9524651
40	2265.69090371
50	2425.26929862
60	2430.64194343
70	2522.1373304
80	2624.37098266


1	41.6334730957
2	44.7244037581
4	52.1616306655
10	61.2471890205
20	134.927791989
30	389.068838506
40	727.270237404
50	1321.29241889
60	2579.30407229
70	3584.34656917
80	3913.98276478


