1	1786.07601685
2	3521.75941353
4	6705.54596533
10	14605.3719008
20	27265.7228932
30	35878.1338159
40	46472.4699108
50	53265.124022
60	61865.212118
70	62662.1008213
80	71286.6611157



1	137.666019997
2	133.600787223
4	138.4581743
10	152.186511757
20	146.106912028
30	144.111832711
40	143.933071194
50	145.554056774
60	143.622412981
70	143.328592535
80	141.442041654



1	422.69810476
2	434.297176595
4	458.11466285
10	532.538708308
20	586.138788122
30	645.396989062
40	649.986089959
50	687.75323193
60	702.191122405
70	762.58161413
80	736.840433156



1	26.3841217729
2	28.195253955
4	32.5498966285
10	41.5727916984
20	49.8704422564
30	99.6001735796
40	120.555311771
50	163.822384796
60	183.713457505
70	273.966433451
80	308.315992192



