1	533.391962477
2	650.290558192
4	622.280272689
10	553.848819464
20	515.6212513
30	511.135694198
40	513.818450814
50	512.324987838
60	511.25534779
70	513.869274428
80	506.894322597


1	374.718960779
2	470.383275261
4	623.259798672
10	731.560582361
20	761.276980742
30	753.585397653
40	797.66536965
50	810.353798127
60	2475.2346194
70	2613.43012704
80	1731.52774126


1	1498.87584312
2	2109.03873745
4	2685.79995716
10	3610.87715076
20	4201.88703632
30	4279.00912647
40	4254.2153048
50	4328.82414152
60	4358.70698644
70	4364.79128857
80	4641.07283723


1	44.9121908569
2	566.840541094
4	3214.23216963
10	14022.2596559
20	34295.3341088
30	54069.4915254
40	73133.7224384
50	92814.3860562
60	110864.442127
70	129574.150894
80	151698.658953


