1	1339.9227902
2	2438.93338308
4	4273.13186227
10	7003.83943688
20	7213.85010164
30	6063.46180762
40	5372.32163684
50	5085.97592674
60	5025.45851994
70	5330.83628802
80	4552.17365226



1	187.770105807
2	150.803190908
4	163.397673766
10	191.581091241
20	191.531233542
30	217.415199279
40	228.262352839
50	242.1669222
60	246.266875315
70	245.667991899
80	272.751229796



1	558.839600616
2	669.325756748
4	769.434656522
10	1171.47126284
20	1830.03335397
30	2488.62362329
40	3160.81330869
50	3385.22624523
60	3572.92523141
70	3174.6805691
80	4071.06465214



1	33.4819432716
2	41.9741011911
4	59.0645171349
10	126.978386455
20	812.137702919
30	2311.41594671
40	4139.7486633
50	6289.90578029
60	8219.86314086
70	9804.65331433
80	13340.4925041



