1	530.61197292
2	1029.5813036
4	1987.12437771
10	4550.67711666
20	7855.99072198
30	9962.07779051
40	10916.4161796
50	11495.5145892
60	10658.9532195
70	11015.9155436
80	10708.8398379


1	345.347230943
2	366.343042071
4	355.501894892
10	379.89514074
20	350.231196708
30	345.743435357
40	336.160106477
50	343.226210423
60	338.339752889
70	351.332546813
80	351.932986483


1	1538.36493784
2	1575.40453074
4	1657.44374015
10	1817.31642307
20	2135.66368303
30	2386.08462954
40	2510.69961109
50	2710.79133354
60	2781.18903507
70	2942.0697583
80	3001.60563591


1	42.3464774582
2	46.7466666667
4	49.3201864708
10	60.1593392109
20	122.970347431
30	351.769861181
40	885.897271523
50	1373.8324801
60	2593.27322295
70	3147.84765708
80	4214.42707426


