1	442.550412496
2	881.984431649
4	1698.22260431
10	1386.66719987
20	624.496615258
30	506.242255473
40	301.815154038
50	303.632122626
60	202.107030766
70	154.544364029
80	216.039716123


1	380.966721879
2	383.104125737
4	374.774350522
10	428.262436914
20	434.875293114
30	442.163442558
40	430.368572059
50	469.710272169
60	454.995054402
70	504.527813713
80	459.592843924


1	1879.23505496
2	1883.78419223
4	1980.22133271
10	6782.98485941
20	31450.6501812
30	57332.5437558
40	113740.896049
50	134953.906936
60	224873.062974
70	317529.107374
80	249716.224553


1	95.7959644632
2	89.8964787668
4	85.5702064202
10	94.0043258832
20	258.650607546
30	1599.97368075
40	18488.3690135
50	29468.832309
60	71811.0781405
70	135211.297973
80	120232.572486


