1	493.223343151
2	846.42861903
4	1471.26635925
10	2902.36148047
20	2758.85281631
30	2759.16767752
40	2718.97846703
50	2824.16139589
60	2500.76645206
70	2834.78840387
80	2745.64297377


1	301.269927047
2	403.117864735
4	439.331491462
10	470.777356757
20	452.975140724
30	464.756751534
40	488.259228394
50	493.934960117
60	525.558339108
70	467.839006959
80	495.909896352


1	1727.9113753
2	1957.32619479
4	2255.98985461
10	2761.281433
20	4984.6592419
30	5005.07270883
40	4501.69125938
50	3230.04672677
60	4814.50882149
70	2965.95824713
80	3050.22210355


1	44.228721967
2	63.0455869617
4	87.283844377
10	277.719600413
20	1883.25562293
30	5494.54079907
40	9836.63414873
50	14116.6045216
60	18777.2506796
70	21401.0955426
80	25733.4271913


