1	1518.11355202
2	1983.80593782
4	2180.95422162
10	1567.56900849
20	1241.26118801
30	1147.64586318
40	1120.06290691
50	1152.60043185
60	1144.7649893
70	1102.52224036
80	1100.33052564



1	153.177668539
2	181.738779898
4	220.932009167
10	347.334410339
20	373.691275168
30	394.866732478
40	377.796287482
50	371.205550737
60	368.494586098
70	363.856149894
80	380.935077519



1	505.617977528
2	649.019080892
4	840.030557678
10	1372.33228467
20	1679.46308725
30	1798.96637826
40	1677.77248929
50	1699.33506794
60	1662.0095471
70	1676.63946812
80	1681.80717054



1	51.2662394663
2	229.475947326
4	840.018334607
10	4815.23679959
20	14310.7114094
30	24221.2995761
40	33848.3460257
50	41512.575889
60	50571.0792875
70	61637.3526745
80	70810.3197674



