1	1535.47320935
2	2922.44533452
4	5651.01494089
10	12973.9925617
20	24193.3226709
30	35113.8226552
40	46343.2791059
50	54672.9619683
60	61691.0034856
70	68514.8184926
80	75063.3510401



1	128.889467517
2	131.58194796
4	138.210806859
10	152.270181964
20	147.557465328
30	146.893877714
40	139.207066197
50	139.965407835
60	144.37344367
70	144.991819528
80	144.05608811



1	522.067439136
2	552.324918474
4	569.588905399
10	618.533397721
20	679.006734702
30	706.760724297
40	708.632995238
50	736.85698858
60	777.427875396
70	797.600913567
80	810.670663489



1	26.7798463742
2	29.1842831406
4	33.7661265596
10	46.1520955131
20	49.6092770869
30	52.7125074254
40	66.9275361068
50	91.8000236465
60	107.830995349
70	136.801620142
80	170.924537483



