1	1650.64134599
2	3510.69643452
4	6243.82668737
10	13466.4062969
20	19684.3493201
30	20800.4851425
40	21025.9793924
50	19615.3999947
60	18409.548308
70	17258.2267184
80	15625.0833



1	131.600193767
2	142.184593189
4	161.715572729
10	151.395171588
20	158.191020055
30	157.914971326
40	171.295621248
50	193.284477106
60	217.375565611
70	231.270308026
80	249.328272274



1	473.922170192
2	427.502942405
4	469.989218962
10	535.995327982
20	644.773877507
30	876.429692756
40	1152.50508752
50	1539.2429663
60	1947.90950226
70	2489.79292567
80	3127.82019022



1	30.579928952
2	29.6152093853
4	54.6120427399
10	113.546378691
20	272.64675634
30	471.941178355
40	654.327718573
50	918.344188385
60	1226.66063348
70	1511.18726219
80	1954.43340299



