3	0.007000128585	0.005024148321
6	0.006402293277	0.00452972572
9	0.006799485631	0.005056669527
12	0.006389541479	0.00491361444
15	0.006517298007	0.0047639467
18	0.006682116943	0.004685213654
21	0.00654845204	0.004723726759
24	0.006409782027	0.004605793307
27	0.006584040194	0.004625837061
30	0.006548122147	0.004513394961
33	0.006484458781	0.004563351823
36	0.00651904392	0.004732041474
39	0.006493666646	0.004674241146
42	0.006492855783	0.004618909115
45	0.006607925739	0.004714740169
48	0.006458876711	0.004626805612
51	0.006493221288	0.004511705535
54	0.006255068197	0.0045476342
57	0.006531434484	0.004538662338
