3	0.003862747838	0.004564074292
6	0.005007166133	0.004652903358
9	0.00553604738	0.004677274023
12	0.005960607753	0.004534756884
15	0.00606945178	0.004666818494
18	0.006392117798	0.004677341369
21	0.00669095918	0.004685965581
24	0.006494563261	0.004644293063
27	0.006758515815	0.004783515384
30	0.007025746797	0.004872042963
33	0.006810660779	0.004705321258
36	0.007081881035	0.004781860025
39	0.00698898558	0.004776584274
42	0.007064632837	0.004746319242
45	0.007072923521	0.00487506818
48	0.007183395928	0.00488988872
51	0.007359790693	0.004777415467
54	0.00735431537	0.004943251337
57	0.007332434365	0.004796943743
