3	0.005161380582	0.007777086583
6	0.006114184861	0.005982837463
9	0.006234343875	0.006991144176
12	0.007552507512	0.006615629769
15	0.007674764349	0.005806329318
18	0.007899046728	0.006587139508
21	0.008093106864	0.005590590299
24	0.007779555842	0.006526702595
27	0.008097935869	0.006451140259
30	0.008211158225	0.005970672395
33	0.007374497914	0.006290024416
36	0.007950007397	0.005831848879
39	0.008299908901	0.006936447499
42	0.008430303109	0.005922701558
45	0.00855595134	0.00601518451
48	0.008781908862	0.006604614181
51	0.008493747401	0.006064547957
54	0.00892735418	0.006456019025
57	0.008866117048	0.006391177417
